category,name,description
Household,"Grow More Enterprise AC 110V Metal Square Cube Ceiling Light(Black, 60W)","Grow More Enterprise AC 110V Metal Square Cube Ceiling Light(Black, 60W) Raise the style quotient of your home by picking up one of these stunningly designed bell-shaped lamps. Elegant and sophisticated, these lamps have a high element of utility along with being decorative. A one-stop-shop for home decor and furniture."
Household,"D'Mak E26/E27 Single Head Vintage Metal Tawa Hanging Light Pendant Ceiling Light Lamp Industrial Retro Country Style Dining Hall Restaurant Bar Cafe Lighting Use,","D'Mak E26/E27 Single Head Vintage Metal Tawa Hanging Light Pendant Ceiling Light Lamp Industrial Retro Country Style Dining Hall Restaurant Bar Cafe Lighting Use,"
Household,"Glitz Vintage Geometric Edison lamp Rope Hanging/Pendant, E27 Holder, Decorative, Urban Retro Style, Baze Color. (Rectangle)","Glitz Vintage Geometric Edison lamp Rope Hanging/Pendant, E27 Holder, Decorative, Urban Retro Style, Baze Color. (Rectangle) Size:rectangle Rope style Hanging for filament lamp Metal powder coated base. Urban style industrial loft machine hanging best suited to give old age mechanical looks."
Household,Craftter Handcrafted Plain Fabric Long Cylindrical Hanging Lamp - (Dark Pink) - Set of 3 This lamp is a handmade product.,Craftter Handcrafted Plain Fabric Long Cylindrical Hanging Lamp - (Dark Pink) - Set of 3 This lamp is a handmade product. Lamp shade is being crated by iron wires and outer part is made by handmade paper under ps sheet. Ps sheet protects hand made paper from light heat. It has been tasted to light 720 hours continiously. Its unique techinec of making this lamp and lighting effects makes it so elegant which will give a liveness and beauti to your place.
Household,"3M Command Plastic Sawtooth Picture Hangers (White, 4-Hangers, 8-Strips)","3M Command Plastic Sawtooth Picture Hangers (White, 4-Hangers, 8-Strips) Size name:4 Hangers The hangers are crafted from durable material. It has 4 hangers and 8 strips. It ensures damage proof hanging. Package contents: 4 hangers, 8 strips."
Household,XECH 7-inch Digital Photo Frame XECH brings to you this digital photo frame.,XECH 7-inch Digital Photo Frame XECH brings to you this digital photo frame. Its size is 7 inches.
Household,The Picture of Dorian Grey,The Picture of Dorian Grey
Household,"AJANTA ROYAL Synthetic Wood Individual Photo Frames - Set of 9(6-5x7-inch, 2-5x5-inch, 1-8x10-Inch, Brown)","AJANTA ROYAL Synthetic Wood Individual Photo Frames - Set of 9(6-5x7-inch, 2-5x5-inch, 1-8x10-Inch, Brown)"
Household,The Picture of Dorian Gray and Other Writings (Bantam Classics),"The Picture of Dorian Gray and Other Writings (Bantam Classics) From the Publisher Here in one volume are his immensely popular novel, The Picture Of Dorian Gray ; his last literary work, the Ballad Of Reading Goal, a product of his own prison experience; and four complete plays:Lady Windermere's Fan, his first dramatic success; An Ideal Husband, which continued to poke fun at conventional morality; The Importance Of Being Earnest, his finest comedy;"
Household,Picture Of Dorian Gray: Popular Illustrated Classics,Picture Of Dorian Gray: Popular Illustrated Classics
Household,The Picture of Dorian Gray : Illustrated Classics,The Picture of Dorian Gray : Illustrated Classics
Household,"Command Large Picture Hanging Strip(White, Pack of 4)","Command Large Picture Hanging Strip(White, Pack of 4) Size name:4 x 6 | Style name:White Damage-Free Hanging Solution - Command Medium White Utility Hooks Looking for simple ideas to organize your accessories and room, which suits your style and takes the least time? We bring to you exclusive range of wire hooks that ensure damage free hanging on walls and holds strongly on multiple surfaces. Command utility hooks blend into high-visibility surfaces so they don't distract from your decor."
Household,3M New Command Picture Hanging Strips (Pack of 24),3M New Command Picture Hanging Strips (Pack of 24) Package includes picture hanging strips 24/pkg-8 medium strips & 16 large strips.
Household,"Command Small Picture Hanging Strip (White, 4 Pairs)","Command Small Picture Hanging Strip (White, 4 Pairs) Size name:4 Pairs Damage-Free Hanging Solution - Command Medium White Utility Hooks Looking for simple ideas to organize your accessories and room, which suits your style and takes the least time? We bring to you exclusive range of wire hooks that ensure damage free hanging on walls and holds strongly on multiple surfaces. Command utility hooks blend into high-visibility surfaces so they don't distract from your decor."
Household,The Picture of Dorian Gray,"The Picture of Dorian Gray About the Author Born in Dublin in 1854, Oscar Wilde was educated at home till the age of nine. He attended the Portora Royal School, Enniskillen from 1864 to 1871. in 1874, he graduated from Trinity College, Dublin. Wilde’s first play, Vera: Or the Nihilists, did not meet much success. He refined his ideas about art, its purpose and supremacy and incorporated themes of decadence, duplicity and beauty into his only novel, the Picture of Dorian Gray (1890)."
Household,The Picture Of Dorian Gray,The Picture Of Dorian Gray
Household,"Manthan Round Led Panel Ceiling Light White 18 Watts Recessed Lighting Ultra Thin Downlight (18W, Cool White) (Pack of 6)","Manthan Round Led Panel Ceiling Light White 18 Watts Recessed Lighting Ultra Thin Downlight (18W, Cool White) (Pack of 6) Size:Pack Of 6 SELLER: Manthan Enterprise believes in delivering the Quality product and building a Trust relationship with it's Buyers."
Household,"Philips Ultra Slim Plus 12-Watt Recessed LED Panel (Cool Day Light, Round)","Philips Ultra Slim Plus 12-Watt Recessed LED Panel (Cool Day Light, Round) Style:Round 12-Watt | Color Name:Cool Day Light Long Life LED Lighting: Philips quality approved LED light source ensures durable performance. Good colour rendering index performance, CRI 80 LED light source reveals the colours of objects faithfully in comparison with an ideal or natural light source."
Household,"Wipro D710330 Garnet 3-Watt Wave Slim Panel Light (Warm White, Yellow, Round)","Wipro D710330 Garnet 3-Watt Wave Slim Panel Light (Warm White, Yellow, Round) An ultra-slim panel with edge-lit LED's that provide soft, energy-efficient light that is used for ambient lighting (indoor applications). It imparts a sense of luxury, with its classic design, aesthetics and quality light."
Household,"Crompton LSSR2-GRN-Pro2 Star Domestic 2-Watt LED Recessed Spot Light Combo (Pack of 2, Green, Round)","Crompton LSSR2-GRN-Pro2 Star Domestic 2-Watt LED Recessed Spot Light Combo (Pack of 2, Green, Round) Over 90 percent energy saver, wide distribution range, suitable for home and corridor applications. Instant flicker free start. Power factor greater than 0.9."
Household,"Philips AstraPrime 10-Watt Recessed LED Panel Ceiling Light (Cool Day Light, Square)","Philips AstraPrime 10-Watt Recessed LED Panel Ceiling Light (Cool Day Light, Square) Style:Square | Color Name:Cool Day Light 11cm x 11cm Socket required in false ceiling. Q1 - What is a LED downlighter/panel? A - A downlight or an LED panel is a ceiling light which goes into the ceiling. You need to have a false ceiling to install this type of lighting. Q2 - What is the difference between a downlight and panel? A - A downlight is rear lit."
Household,"Crompton LSSS2-BLU-Pro2 Star Domestic 2-Watt LED Recessed Spot Light Combo (Pack of 2, Blue, Square)","Crompton LSSS2-BLU-Pro2 Star Domestic 2-Watt LED Recessed Spot Light Combo (Pack of 2, Blue, Square) Over 90 percent energy saver, wide distribution range, suitable for home and corridor applications. Instant flicker free start. Power factor greater than 0.9."
Household,Philips 915005300701 9-Watt Recessed Light (White),"Philips 915005300701 9-Watt Recessed Light (White) Length: 13.6 cm, width: 5.3 cm. Net weight: 0.344 kg Recessed distance: 10 cm Cut out length: 12.5 cm Cut out width: 12.5 cm Mains power: 230 V Number of bulbs: 40 Wattage bulb included: 0.25 W Maximum wattage replacement bulb: 0.3 W Total lumen output fixture: 600 lm Fixture dimmable LED."
Household,"Philips AstraPrime 15-Watt Recessed LED Panel Ceiling Light (Cool Day Light, Round)","Philips AstraPrime 15-Watt Recessed LED Panel Ceiling Light (Cool Day Light, Round) Style:Round | Color Name:Cool Day Light Q1 - What is a LED downlighter/panel? A - A downlight or an LED panel is a ceiling light which goes into the ceiling. You need to have a false ceiling to install this type of lighting. Q2 - What is the difference between a downlight and panel? A - A downlight is rear lit. This means the LEDs are present on the back side of the product."
Household,"Crompton Star Domestic Recessed 2-Watt LED Spot Light (Green, Round)","Crompton Star Domestic Recessed 2-Watt LED Spot Light (Green, Round) This LED Spot light comprises of Thermally conductive material Housing and Top finished in off white. The spot light is pre-wired with high efficiency electronic driver. High translucent clear honeycomb lens is used to get smooth light distribution. This luminaire is recommended for recessed mounting applications in Wardrobes, shelf lighting, furniture lighting, display and decoration."
Household,"Philips Astra Prime 22-Watt LED Panel Light (Cool Day Light, Square)","Philips Astra Prime 22-Watt LED Panel Light (Cool Day Light, Square) Style:Square | Color Name:Cool Day Light Excessive brightness can cause discomfort to your eyes. But the right light provides more comfort physical ease and relaxation when looking directly at them. Philips LED products provide the right light for all your needs."
Household,Glync 5W LED Recessed Spot Light Ceiling Downlight Round Fitting Lighting Cool White 6500K Wattage:5.0 Watts Glync Tech Pvt.,"Glync 5W LED Recessed Spot Light Ceiling Downlight Round Fitting Lighting Cool White 6500K Wattage:5.0 Watts Glync Tech Pvt. Ltd. is a diversified company that manufactures, supplies and supports Energy Efficient LED Devices."
Household,D'MakTM LED Ceiling COB Spot Light - 3 Watt - Round - Green Color Light,"D'MakTM LED Ceiling COB Spot Light - 3 Watt - Round - Green Color Light | 3w cob Light || Green led Lights for Home Decoration | D'Mak brings you this 3W LED Spot Light COB BUTTON LED LIGHT IN round in Green color. The direction of light can be adjusted by pivoting the light. This is a COB (chip on board) LED technology with lens. The light is made from Plastic and Aluminium, it is dust proof."
Household,"Philips AstraPrime 5-Watt Recessed LED Panel Ceiling Light (Warm Light, Round)","Philips AstraPrime 5-Watt Recessed LED Panel Ceiling Light (Warm Light, Round) Model number:919215850447 | Style:Round The LED module of this lamp is a uniquely developed solution by Philips combining 3 LEDs in a synthetic and aluminium housing. This technique enables an optimal light output and a 100% uniform light colour. The LED lighting technology used in Philips lighting fixtures is highly energy-efficient (7.5 W module produces 350 Lumen)."
Household,Wipro Garnet 2W (Warm White/Yellow/2700K),"Wipro Garnet 2W (Warm White/Yellow/2700K) Color Round Spotlight Bumper Pack Of 10 + Get Free 2 Pieces Ql 3 Watt Led (Bis Approved Led Bulb) Bulbs Direct Replacement Of 20W Halogen Compact Design With Precise Light Distribution Aluminium Heat Sink Designed For Effective Heat Dissipation Robust Driver With Wide Voltage Range 100-240Vac And Inbuilt Protection Recessed Mount,"
